"Genetic ID (suffixes: "".DG"" is a high coverage shotgun genome with diploid genotype calls, "".AG"" is shotgun data with each position in the genome represented by a randomly chosen sequence, "".HO"" is Affymetrix Human Origins genotype data)",Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Sum total of ROH segments >4 cM,Sum total of ROH segments >20cM,Y haplogroup in terminal mutation notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG v15.73 notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs),hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,ASSESSMENT WARNING
gene_id,master_id,skel_code,skel_elem,year_pub,pub_abbr,doi,link,date_metho,date_BP,date_err,date_full,age_at_death,group,locality,pol_ent,lat,long,Pulldown Strategy,suffices,data_type,no_lib,snps_1240k,snps_ho,mol_sex,ROH_tot,ROH_tot2,Y_hap,Y_hap2,Y-hap3,mtDNA_cov,mtDNA_hap,mtDNA_match,damage,sex_ratio,angsd,hapconx,lib_type,libs,endo,assess,assess_warn
ALM038_merged.AG,I1304,AY38/1,"petrous (right), ?",2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3598,53,"1741-1541 calBCE (3366±32 BP, MAMS-22230)",25-27 yrs,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,3,384153,207510,F,0,0,n/a (female),n/a (female),..,1.6288,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),"ds.half,ds.half,ds.half","ALM038.A0101,S1304.E1.L1,S1304.E1.L4",..,PASS,..
ALM039.AG,ALM039,AY038/2,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3580,55,"1739-1535 calBCE (3354±33 BP, MAMS-22231)",..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,653417,352147,M,0,0,R-P312,R1b1a1b1a1a2,..,10.3713,J1c2,..,..,..,..,"[0.002,0.007]",ds.half,ALM039.A0101,..,PASS,..
ALM040.AG,ALM040,AY045,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3842,53,"2012-1775 calBCE (3555±26 BP, MAMS-25797)",..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,308322,166305,M,n/a (<300K SNPs),n/a (<300K SNPs),R-P312,R1b1a1b1a1a2,..,1.4769,n/a (<2x),n/a (<2x),..,..,..,"[0.002,0.016]",ds.half,ALM040.A0101,..,PASS,..
ALM041.AG,ALM041,AY046,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3814,49,"1944-1774 calBCE (3540±19 BP, MAMS-39805)",..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,761451,410373,M,7.708598,0,R-Z198,R1b1a1b1a1a2a,..,13.762,H1e1a,..,..,..,..,"[0.003,0.007]",ds.half,ALM041.A0101,..,PASS,..
ALM042.AG,ALM042,AY047,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,702802,376762,F,0,0,n/a (female),n/a (female),..,12.3132,H4a1a,..,..,..,n/a (female),n/a (female),ds.half,ALM042.A0101,..,PASS,..
ALM043.AG,ALM043,AY048,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3754,48,"1882-1700 calBCE (3477±24 BP, MAMS-27900)",..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,322689,177977,F,0,0,n/a (female),n/a (female),..,1.7209,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM043.A0101,..,PASS,..
ALM044.AG,ALM044,AY081,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3775,40,"1896-1750 calBCE (3512±19 BP, MAMS-39806)",..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,79355,43000,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.4566,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM044.A0101,..,PASS,..
ALM046.AG,ALM046,AY013,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3763,42,"1883-1746 calBCE (3489±20 BP, MAMS-39801)",..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,130415,69834,M,n/a (<300K SNPs),n/a (<300K SNPs),R-M269,R1b1a1b,..,0.544,n/a (<2x),n/a (<2x),..,..,..,"[0,0.007]",ds.half,ALM046.A0101,..,PASS,..
ALM047.AG,ALM047,AY014,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Historical,3725,130,2000-1550 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,412743,223021,M,0,0,R-P312,R1b1a1b1a1a2,..,2.6625,H6a1b,..,..,..,..,"[0.002,0.011]",ds.half,ALM047.A0101,..,PASS,..
ALM048.AG,ALM048,AY022/1,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,122052,66131,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.7656,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM048.A0101,..,PASS,..
ALM049.AG,ALM049,AY022/2,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,96542,53220,M,n/a (<300K SNPs),n/a (<300K SNPs),R-M269,R1b1a1b,..,0.3196,n/a (<2x),n/a (<2x),..,..,..,n/a (<2000 X SNPs),ds.half,ALM049.A0101,..,PASS,..
ALM050.AG,ALM050,AY024/1,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Early.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,741645,398089,M,0,0,R-FGC39110,R1b1a1b1a1a2a,..,9.4677,H3,..,..,..,..,"[0.002,0.006]",ds.half,ALM050.A0101,..,PASS,..
ALM051.AG,ALM051,AY037,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,600985,324522,F,6.2145,0,n/a (female),n/a (female),..,3.6323,V,..,..,..,n/a (female),n/a (female),ds.half,ALM051.A0101,..,PASS,..
ALM052.AG,ALM052,AY042/1,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3765,40,"1884-1749 calBCE (3494±19 BP, MAMS-39803)",..,Spain_Almoloya_Argar_son.ALM015.ALM016.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,195951,105971,M,n/a (<300K SNPs),n/a (<300K SNPs),R-L52,R1b1a1b1a1,..,0.7283,n/a (<2x),n/a (<2x),..,..,..,"[0,0.021]",ds.half,ALM052.A0101,..,PASS,..
ALM053.AG,ALM053,AY042/2,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,529633,285446,F,0,0,n/a (female),n/a (female),..,3.9555,H1,..,..,..,n/a (female),n/a (female),ds.half,ALM053.A0101,..,PASS,..
ALM055.AG,ALM055,AY086,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,332759,180340,F,4.4408,0,n/a (female),n/a (female),..,1.1844,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM055.A0101,..,PASS,..
ALM056_merged.AG,ALM056,AY099,"petrous (right), tooth (17)",2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Historical,3725,130,2000-1550 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,2,167257,88927,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.2953,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),"ds.half,ds.half","ALM056.A0101,ALM082.A0101",..,PASS,..
ALM057.AG,ALM057,AY025,petrous,2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3696,57,"1874-1642 calBCE (3436±19 BP, MAMS-39802)",..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,366920,200875,M,8.662599,0,R-L151,R1b1a1b1a1a,..,4.6769,H1,..,..,..,..,"[0,0.006]",ds.half,ALM057.A0101,..,PASS,..
ALM058.AG,ALM058,AY027/1,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Late_son.ALM064.ALM086.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,581663,315795,M,4.5879,0,R-P312,R1b1a1b1a1a2,..,0.7862,n/a (<2x),n/a (<2x),..,..,..,"[0.006,0.014]",ds.half,ALM058.A0101,..,PASS,"hapConX=[0.006,0.014]"
ALM060.AG,ALM060,AY028,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3713,60,"1878-1644 calBCE (3444±23 BP, MAMS-27899)",..,Spain_Almoloya_Argar_daughter.ALM017.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,798463,426917,F,11.013704,0,n/a (female),n/a (female),..,7.2429,U5a1+@16192,..,..,..,n/a (female),n/a (female),ds.half,ALM060.A0101,..,PASS,..
ALM062.AG,ALM062,AY021/2,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,216745,114304,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,1.721,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM062.A0101,..,PASS,..
ALM063.AG,ALM063,AY102,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,614267,328267,M,13.875196,0,R-Z195,R1b1a1b1a1a2a,..,3.3505,K1a+195,..,..,..,..,"[0.005,0.013]",ds.half,ALM063.A0101,..,PASS,"hapConX=[0.005,0.013]"
ALM064.AG,ALM064,AY050,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,726751,385413,M,0,0,R-Z195,R1b1a1b1a1a2a,..,5.8828,H1cf,..,..,..,..,"[0,0.003]",ds.half,ALM064.A0101,..,PASS,..
ALM067.AG,ALM067,AY073,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,619016,336569,F,0,0,n/a (female),n/a (female),..,1.1933,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM067.A0101,..,PASS,..
ALM068.AG,ALM068,AY008,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,704577,383325,F,0,0,n/a (female),n/a (female),..,7.1696,K1a4b,..,..,..,n/a (female),n/a (female),ds.half,ALM068.A0101,..,PASS,..
ALM069.AG,ALM069,AY095,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,523777,279504,M,0,0,R-P312,R1b1a1b1a1a2,..,2.4822,H1q1,..,..,..,..,"[0.001,0.008]",ds.half,ALM069.A0101,..,PASS,..
ALM070.AG,ALM070,AY020,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,124040,66295,M,n/a (<300K SNPs),n/a (<300K SNPs),R-M269,R1b1a1b,..,0.4848,n/a (<2x),n/a (<2x),..,..,..,"[0,0.02]",ds.half,ALM070.A0101,..,PASS,..
ALM071.AG,ALM071,AY093,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,345542,188379,F,0,0,n/a (female),n/a (female),..,0.6085,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM071.A0101,..,PASS,..
ALM073.AG,ALM073,AY021/1,tooth (47),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3770,37,"1889-1751 calBCE (3504±16 BP, MAMS-20881)",..,Spain_Almoloya_Argar_1d.rel.ALM062.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,41857,21886,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,59.7485,H1j,..,..,..,n/a (female),n/a (female),ds.half,ALM073.A0101,..,PASS,..
ALM075.AG,ALM075,AY057,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,359421,190955,F,0,0,n/a (female),n/a (female),..,1.0072,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM075.A0101,..,PASS,..
ALM076.AG,ALM076,AY077,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,709328,375463,F,0,0,n/a (female),n/a (female),..,4.3477,H1+16189,..,..,..,n/a (female),n/a (female),ds.half,ALM076.A0101,..,PASS,..
ALM077.AG,ALM077,AY017,tooth (26),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_mother.or.daughter.ALM068.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,189324,97505,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,5.7306,K1a4b,..,..,..,n/a (female),n/a (female),ds.half,ALM077.A0101,..,PASS,..
ALM078.AG,ALM078,AY023,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,363503,197404,M,0,0,R-P312,R1b1a1b1a1a2,..,1.4137,n/a (<2x),n/a (<2x),..,..,..,"[0,0.008]",ds.half,ALM078.A0102,..,PASS,..
ALM079.AG,ALM079,AY085/2,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,100411,52128,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.2321,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM079.A0101,..,PASS,..
ALM080.AG,ALM080,AY088,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar_Late_brother.ALM081.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,779733,417868,M,0,0,R-P312,R1b1a1b1a1a2,..,8.2532,U5b3,..,..,..,..,"[0.001,0.005]",ds.half,ALM080.A0101,..,PASS,..
ALM081.AG,ALM081,AY089,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,819546,434973,M,0,0,R-P312,R1b1a1b1a1a2,..,8.7476,U5b3,..,..,..,..,"[0.002,0.005]",ds.half,ALM081.A0102,..,PASS,..
ALM084.AG,ALM084,AY105,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,699033,378485,F,0,0,n/a (female),n/a (female),..,0.708,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM084.A0101,..,PASS,..
ALM086.AG,ALM086,AY026/2,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3788,46,"1932-1767 calBCE (3524±21 BP, MAMS-47169)",..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,653188,344348,F,0,0,n/a (female),n/a (female),..,2.3178,U5b1f1,..,..,..,n/a (female),n/a (female),ds.half,ALM086.A0101,..,PASS,..
ALM087.AG,ALM087,AY054,petrous,2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 2nd Phase),3825,72,2000-1750 BCE,..,Spain_Almoloya_Argar_Late.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,279545,148267,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,1.1324,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,ALM087.A0102,..,PASS,..
ALM088.AG,ALM088,AY029,petrous (right),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Context: Archaeological (Argar 3rd Phase),3600,58,1750-1550 BCE,..,Spain_Almoloya_Argar.AG,"La Almoloya (Murcia, Pliego)",Spain,37.952759,-1.508,Native Pulldown on 3.2M snpset,AG,1240k,1,532267,281966,F,4.7613,0,n/a (female),n/a (female),..,3.6748,V,..,..,..,n/a (female),n/a (female),ds.half,ALM088.A0101,..,PASS,..
BAS002.AG,BAS002,BA06/1,"tooth(17, 22, 47)",2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3515,35,"1620-1506 calBCE (3298±27 BP, KIA-50633)",..,Spain_Bastida_Argar_Late.AG,"La Bastida (Murcia, Totana)",Spain,37.762609,-1.562,Native Pulldown on 3.2M snpset,AG,1240k,1,633317,333442,M,0,0,R-P312,R1b1a1b1a1a2,..,5.4596,H1e1a,..,..,..,..,"[0.002,0.007]",ds.half,BAS002.A0102,..,PASS,..
BAS003.AG,BAS003,BA12/2,"tooth(16, 18, 31, 36)",2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3914,33,"2023-1899 calBCE (3605±13 BP, KIA-50634 (Mp))",..,Spain_Bastida_Argar.AG,"La Bastida (Murcia, Totana)",Spain,37.762609,-1.562,Native Pulldown on 3.2M snpset,AG,1240k,1,65971,36037,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.2898,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,BAS003.D0101,..,PASS,..
BAS017.AG,BAS017,BA23/1,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3685,50,"1871-1642 calBCE (3431±15 BP, KIA-40014/MAMS-10997)",..,Spain_Bastida_Argar_Late_1d.rel.BAS006.BAS018.BAS003.AG,"La Bastida (Murcia, Totana)",Spain,37.762609,-1.562,Native Pulldown on 3.2M snpset,AG,1240k,1,56563,30392,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.096,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,BAS017.A0101,..,PASS,..
BAS018.AG,BAS018,BA23/2,petrous (left),2021,VillalbaMoucoSciAdv2021,doi:10.1126/sciadv.abi7038,ENA:PRJEB46907,Direct: IntCal20,3670,36,"1865-1644 calBCE (3423±10 BP, KIA-40015)",..,Spain_Bastida_Argar_Late.AG,"La Bastida (Murcia, Totana)",Spain,37.762609,-1.562,Native Pulldown on 3.2M snpset,AG,1240k,1,256146,137689,M,n/a (<300K SNPs),n/a (<300K SNPs),R-P312,R1b1a1b1a1a2,..,0.4769,n/a (<2x),n/a (<2x),..,..,..,"[0.015,0.04]",ds.half,BAS018.A0101,..,QUESTIONABLE,"hapConX=[0.015,0.04]"
